folio_incidente,fecha_registro_incidente,id_reporte,fecha_reporte,hora_reporte,clasificacion,reporte,medio_recepcion,alcaldia_catalogo,colonia_catalogo,longitud,latitud
I-20220104-0021,04/01/2022,R-20220104-0011,04/01/2022,08:06:39,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Rinconada Coapa 2a Seccion,-99.11462903,19.3007647
I-20220104-0022,04/01/2022,R-20220104-0009,04/01/2022,08:03:44,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Periodista,-99.14751291,19.38309739
I-20220104-0023,04/01/2022,R-20220104-0013,04/01/2022,08:09:53,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,El Charco,-99.20074403,19.23369261
I-20220104-0024,04/01/2022,R-20220104-0015,04/01/2022,08:14:54,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Presidentes,-99.2210269,19.38016741
I-20220104-0025,04/01/2022,R-20220104-0014,04/01/2022,08:13:50,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Heroes De Padierna,-99.2183125,19.27897751
I-20220104-0026,04/01/2022,R-20220104-0018,04/01/2022,08:16:50,Agua Potable,Falta de agua,Ciudadano (Call Center),Venustiano Carranza,Jardin Balbuena,-99.1107291,19.41273326
I-20220104-0027,04/01/2022,R-20220104-0035,04/01/2022,08:29:42,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Consejo Agrarista Mexicano,-99.0574368,19.3255935
I-20220104-0027,04/01/2022,R-20220104-0026,04/01/2022,08:24:08,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Consejo Agrarista Mexicano,-99.0574368,19.3255935
I-20220104-0028,04/01/2022,R-20220104-0036,04/01/2022,08:30:22,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Sur,-99.1756402,19.3690971
I-20220104-0029,04/01/2022,R-20220104-0143,04/01/2022,10:17:41,Agua Potable,Fuga,Redes Sociales (Twitter),Cuauhtemoc,Roma Norte,-99.1703695,19.416462
I-20220104-0029,04/01/2022,R-20220104-0350,04/01/2022,13:34:28,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Roma Norte,-99.1703695,19.416462
I-20220104-0029,04/01/2022,R-20220104-0027,04/01/2022,08:24:21,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Roma Norte,-99.1703695,19.416462
I-20220104-0030,04/01/2022,R-20220104-0032,04/01/2022,08:27:58,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Los Gamitos,-99.23776925,19.37584066
I-20220104-0031,04/01/2022,R-20220104-0059,04/01/2022,08:54:56,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Unidad Santa Cruz Meyehualco,-99.0448055,19.3501877
I-20220104-0031,04/01/2022,R-20220104-0038,04/01/2022,08:33:25,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Unidad Santa Cruz Meyehualco,-99.0448055,19.3501877
I-20220104-0032,04/01/2022,R-20220104-0031,04/01/2022,08:27:05,Agua Potable,Fuga,Ciudadano (Call Center),Xochimilco,Barrio Pocitos,-99.08202946,19.2445212
I-20220104-0033,04/01/2022,R-20220104-0025,04/01/2022,08:22:37,Drenaje,Brote en aguas negras,Ciudadano (Call Center),Cuauhtemoc,Algarin,-99.1413622,19.4037523
I-20220104-0034,04/01/2022,R-20220104-0029,04/01/2022,08:24:38,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Golondrinas 2da Seccion,-99.21694994,19.37658963
I-20220104-0035,04/01/2022,R-20220104-0037,04/01/2022,08:30:42,Agua Potable,Fuga,Ciudadano (Call Center),Iztacalco,Granjas Mexico,-99.1078789,19.4033255
I-20220104-0035,04/01/2022,R-20220104-0260,04/01/2022,12:13:28,Agua Potable,Fuga,Ciudadano (Call Center),Iztacalco,Granjas Mexico,-99.1078789,19.4033255
I-20220104-0036,04/01/2022,R-20220104-0041,04/01/2022,08:34:34,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Presidentes,-99.22308683,19.37961582
I-20220104-0037,04/01/2022,R-20220104-0040,04/01/2022,08:33:45,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Presidentes,-99.22088206,19.37691351
I-20220104-0038,04/01/2022,R-20220104-0051,04/01/2022,08:45:52,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Napoles,-99.1723573,19.3972526
I-20220104-0039,04/01/2022,R-20220104-0056,04/01/2022,08:51:15,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Chalma De Guadalupe,-99.1531674,19.553379
I-20220104-0040,04/01/2022,R-20220104-0053,04/01/2022,08:46:40,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Santa Fe La Loma,-99.244198,19.3746514
I-20220104-0041,04/01/2022,R-20220104-0064,04/01/2022,08:57:17,Drenaje,Brote en aguas negras,Ciudadano (Call Center),Tlahuac,Barrio San Mateo,-99.0015631,19.2710151
I-20220104-0042,04/01/2022,R-20220104-0068,04/01/2022,09:04:45,Agua Potable,Fuga,Ciudadano (Call Center),Xochimilco,Nativitas,-99.0099786,19.2504088
I-20220104-0043,04/01/2022,R-20220104-0046,04/01/2022,08:38:01,Agua Potable,Fuga,Ciudadano (Call Center),Iztacalco,Viaducto Piedad,-99.130239,19.4011252
I-20220104-0044,04/01/2022,R-20220104-0048,04/01/2022,08:44:22,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Tepeyac Insurgentes,-99.12178516,19.48163333
I-20220104-0045,04/01/2022,R-20220104-0067,04/01/2022,09:03:59,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Presidentes,-99.2198807,19.3782979
I-20220104-0046,04/01/2022,R-20220104-0049,04/01/2022,08:45:09,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,2da Ampliacion Presidentes,-99.22931492,19.3736646
I-20220104-0047,04/01/2022,R-20220104-0052,04/01/2022,08:46:11,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Cacama,-99.12827075,19.35918035
I-20220104-0048,04/01/2022,R-20220104-0055,04/01/2022,08:50:28,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito,-99.231972,19.3778075
I-20220104-0049,04/01/2022,R-20220104-0047,04/01/2022,08:41:37,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.23757613,19.37446418
I-20220104-0050,04/01/2022,R-20220104-0057,04/01/2022,08:52:12,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito,-99.22712088,19.37945389
I-20220104-0051,04/01/2022,R-20220104-0066,04/01/2022,09:02:41,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.23777461,19.37183263
I-20220104-0052,04/01/2022,R-20220104-0058,04/01/2022,08:54:10,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion La Mexicana,-99.2289493,19.3842992
I-20220104-0052,04/01/2022,R-20220104-0119,04/01/2022,09:53:13,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion La Mexicana,-99.2289493,19.3842992
I-20220104-0053,04/01/2022,R-20220104-0074,04/01/2022,09:11:22,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,El Pirul,-99.21832323,19.38026356
I-20220104-0054,04/01/2022,R-20220104-0076,04/01/2022,09:12:42,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Lomas De Capula,-99.2152977,19.37916038
I-20220104-0055,04/01/2022,R-20220104-0077,04/01/2022,09:14:10,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Dinamita,-99.10436153,19.49296128
I-20220104-0056,04/01/2022,R-20220104-0075,04/01/2022,09:12:39,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.23752248,19.37333565
I-20220104-0057,04/01/2022,R-20220104-0078,04/01/2022,09:15:51,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Paulino Navarro,-99.13286805,19.41207047
I-20220104-0058,04/01/2022,R-20220104-0081,04/01/2022,09:18:19,Agua Potable,Falta de agua,Ciudadano (Call Center),Coyoacan,Pedregal De Santo Domingo,-99.16867018,19.32770734
I-20220104-0059,04/01/2022,R-20220104-0079,04/01/2022,09:15:52,Agua Potable,Fuga,Ciudadano (Call Center),Benito Juarez,Portales Norte,-99.1510427,19.37298647
I-20220104-0060,04/01/2022,R-20220104-0082,04/01/2022,09:18:56,Agua Potable,Fuga,Ciudadano (Call Center),Ecatepec de Morelos,El Chamizal,-99.0633012,19.5023906
I-20220104-0061,04/01/2022,R-20220104-0073,04/01/2022,09:11:06,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.22012568,19.37626575
I-20220104-0062,04/01/2022,R-20220104-0072,04/01/2022,09:10:49,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlahuac,La Draga,-99.04285848,19.28365114
I-20220104-0063,04/01/2022,R-20220104-0083,04/01/2022,09:19:21,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Norte,-99.17066574,19.39587937
I-20220104-0064,04/01/2022,R-20220104-0086,04/01/2022,09:20:22,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Jalalpa,-99.2325443,19.37789525
I-20220104-0065,04/01/2022,R-20220104-0071,04/01/2022,09:09:10,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Pueblo Ocotla,-99.15066719,19.20723603
I-20220104-0066,04/01/2022,R-20220104-0070,04/01/2022,09:09:09,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Vista Hermosa,-99.12230015,19.5491291
I-20220104-0067,04/01/2022,R-20220104-0087,04/01/2022,09:20:28,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Tlalpuente,-99.17907715,19.25449321
I-20220104-0068,04/01/2022,R-20220104-0506,04/01/2022,16:55:15,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Leyes De Reforma 3a Seccion,-99.07367706,19.37827985
I-20220104-0068,04/01/2022,R-20220104-0069,04/01/2022,09:07:22,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Leyes De Reforma 3a Seccion,-99.07367706,19.37827985
I-20220104-0069,04/01/2022,R-20220104-0088,04/01/2022,09:23:02,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.23142314,19.36989942
I-20220104-0070,04/01/2022,R-20220104-0090,04/01/2022,09:24:01,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Actipan,-99.1771245,19.3701221
I-20220104-0071,04/01/2022,R-20220104-0089,04/01/2022,09:23:48,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.23822522,19.37228809
I-20220104-0072,04/01/2022,R-20220104-0091,04/01/2022,09:26:31,Agua Potable,Falta de agua,Ciudadano (Call Center),Xochimilco,San Lorenzo La Cebada,-99.1212219,19.28343847
I-20220104-0073,04/01/2022,R-20220104-0106,04/01/2022,09:41:43,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Benito Juarez,-99.1405169,19.5304271
I-20220104-0074,04/01/2022,R-20220104-0093,04/01/2022,09:30:44,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.22382712,19.374282
I-20220104-0075,04/01/2022,R-20220104-0094,04/01/2022,09:31:45,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Actipan,-99.17706013,19.37006137
I-20220104-0076,04/01/2022,R-20220104-0096,04/01/2022,09:33:19,Agua Potable,Falta de agua,Ciudadano (Call Center),La Magdalena Contreras,San Jeronimo Aculco,-99.22638059,19.32083288
I-20220104-0077,04/01/2022,R-20220104-0100,04/01/2022,09:36:51,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Educacion,-99.13530886,19.33367036
I-20220104-0078,04/01/2022,R-20220104-0110,04/01/2022,09:46:50,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.23814,19.3745669
I-20220104-0079,04/01/2022,R-20220104-0114,04/01/2022,09:50:09,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Central De Abasto,-99.0800193,19.3793357
I-20220104-0080,04/01/2022,R-20220104-0128,04/01/2022,09:58:10,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Lomas De Capula,-99.2150101,19.3792086
I-20220104-0081,04/01/2022,R-20220104-0132,04/01/2022,10:01:57,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Nueva Industrial Vallejo,-99.1434454,19.5050024
I-20220104-0082,04/01/2022,R-20220104-0123,04/01/2022,09:55:43,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,2da Ampliacion Presidentes,-99.2261992,19.3756352
I-20220104-0083,04/01/2022,R-20220104-0124,04/01/2022,09:56:25,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.23466861,19.37378605
I-20220104-0084,04/01/2022,R-20220104-0131,04/01/2022,10:01:28,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.22775924,19.37040044
I-20220104-0085,04/01/2022,R-20220104-0127,04/01/2022,09:58:01,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2241168,19.37688314
I-20220104-0086,04/01/2022,R-20220104-0129,04/01/2022,10:00:46,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Pueblo Sta Cruz Meyehualco,-99.0398424,19.3422588
I-20220104-0087,04/01/2022,R-20220104-0134,04/01/2022,10:07:59,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Centro,-99.17079449,19.37967655
I-20220104-0088,04/01/2022,R-20220104-0126,04/01/2022,09:57:19,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Presidentes,-99.22047973,19.37949437
I-20220104-0089,04/01/2022,R-20220104-0125,04/01/2022,09:56:39,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Pueblo San Miguel Topilejo,-99.14988935,19.2004781
I-20220104-0090,04/01/2022,R-20220104-0139,04/01/2022,10:13:44,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Guadalupe Proletaria,-99.15783405,19.52407871
I-20220104-0091,04/01/2022,R-20220104-0140,04/01/2022,10:14:05,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Prados De Coyoacan,-99.13012147,19.31791191
I-20220104-0092,04/01/2022,R-20220104-0141,04/01/2022,10:15:55,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.22422409,19.37246015
I-20220104-0093,04/01/2022,R-20220104-0142,04/01/2022,10:17:37,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Villa Solidaridad,-99.2198494,19.3831852
I-20220104-0094,04/01/2022,R-20220104-0144,04/01/2022,10:18:14,Agua Potable,Falta de agua,Redes Sociales (Twitter),La Magdalena Contreras,El Tanque,-99.25023079,19.32564199
I-20220104-0095,04/01/2022,R-20220104-0145,04/01/2022,10:18:26,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Hogar Y Redencion,-99.21260476,19.37055732
I-20220104-0096,04/01/2022,R-20220104-0138,04/01/2022,10:13:25,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Las Cruces,-99.25579369,19.32581411
I-20220104-0097,04/01/2022,R-20220104-0401,04/01/2022,14:35:32,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Benito Juarez,Actipan,-99.17811155,19.36971723
I-20220104-0097,04/01/2022,R-20220104-0148,04/01/2022,10:24:18,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Benito Juarez,Actipan,-99.17811155,19.36971723
I-20220104-0098,04/01/2022,R-20220104-0147,04/01/2022,10:22:09,Agua Potable,Falta de agua,Redes Sociales (Twitter),Azcapotzalco,Pueblo San Pedro Xalpa,-99.2129159,19.48404059
I-20220104-0099,04/01/2022,R-20220104-0152,04/01/2022,10:29:28,Agua Potable,Fuga,Ciudadano (Call Center),Xochimilco,Barrio Del Puente,-99.07654166,19.24820316
I-20220104-0100,04/01/2022,R-20220104-0151,04/01/2022,10:28:51,Agua Potable,Fuga,Ciudadano (Call Center),Cuauhtemoc,Cuauhtemoc,-99.16687846,19.42857361
I-20220104-0101,04/01/2022,R-20220104-0153,04/01/2022,10:29:43,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Golondrinas 2da Seccion,-99.21666026,19.37656433
I-20220104-0102,04/01/2022,R-20220104-0171,04/01/2022,10:47:13,Agua Potable,Falta de agua,Ciudadano (Call Center),Venustiano Carranza,Jardin Balbuena,-99.1109859,19.4141585
I-20220104-0103,04/01/2022,R-20220104-0158,04/01/2022,10:36:48,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Golondrinas 2da Seccion,-99.21554446,19.37739426
I-20220104-0104,04/01/2022,R-20220104-0162,04/01/2022,10:41:52,Agua Potable,Fuga,Ciudadano (Call Center),La Magdalena Contreras,Lomas Quebradas,-99.2407728,19.3158179
I-20220104-0105,04/01/2022,R-20220104-0164,04/01/2022,10:42:18,Drenaje,Brote en aguas negras,Ciudadano (Call Center),Benito Juarez,Portales Norte,-99.15566683,19.3668022
I-20220104-0106,04/01/2022,R-20220104-0163,04/01/2022,10:42:15,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,El Mirador 1a Seccion,-99.1795417,19.2698636
I-20220104-0107,04/01/2022,R-20220104-0167,04/01/2022,10:46:14,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.23585951,19.37335083
I-20220104-0108,04/01/2022,R-20220104-0168,04/01/2022,10:46:15,Drenaje,Brote en aguas negras,Ciudadano (Call Center),Cuauhtemoc,Roma Sur,-99.16264057,19.40387393
I-20220104-0109,04/01/2022,R-20220104-0165,04/01/2022,10:43:10,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Miguel Hidalgo,-99.1877875,19.2849853
I-20220104-0110,04/01/2022,R-20220104-0159,04/01/2022,10:37:17,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Golondrinas 2da Seccion,-99.21454668,19.37875048
I-20220104-0111,04/01/2022,R-20220104-0155,04/01/2022,10:31:53,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Cocoyotes,-99.1309246,19.5479193
I-20220104-0112,04/01/2022,R-20220104-0157,04/01/2022,10:35:38,Agua Potable,Falta de agua,Redes Sociales (Twitter),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.2191779,19.3767391
I-20220104-0113,04/01/2022,R-20220104-0161,04/01/2022,10:39:39,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,2da Ampliacion Presidentes,-99.22788262,19.37443887
I-20220104-0114,04/01/2022,R-20220104-0169,04/01/2022,10:46:31,Agua Potable,Fuga,Ciudadano (Call Center),Tlahuac,Del Mar,-99.0559423,19.28645626
I-20220104-0115,04/01/2022,R-20220104-0170,04/01/2022,10:46:40,Agua Potable,Fuga,Ciudadano (Call Center),Xochimilco,Barrio La Planta,-99.08078492,19.24516948
I-20220104-0116,04/01/2022,R-20220104-0173,04/01/2022,10:52:06,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Lomas De Capula,-99.21755075,19.37780922
I-20220104-0117,04/01/2022,R-20220104-0175,04/01/2022,10:52:47,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Pueblo San Juan De Aragon,-99.08091366,19.46618255
I-20220104-0118,04/01/2022,R-20220104-0176,04/01/2022,10:53:46,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Culhuacan Ctm Seccion Vii,-99.11195279,19.32365938
I-20220104-0119,04/01/2022,R-20220104-0178,04/01/2022,10:57:07,Agua Potable,Falta de agua,Ciudadano (Call Center),Iztapalapa,Barrio San Ignacio,-99.09540832,19.36217143
I-20220104-0120,04/01/2022,R-20220104-0177,04/01/2022,10:54:54,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Fuentes Brotantes,-99.17945266,19.28794995
I-20220104-0121,04/01/2022,R-20220104-0183,04/01/2022,11:04:19,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Santisima Trinidad,-99.1856271,19.27081479
I-20220104-0122,04/01/2022,R-20220104-0186,04/01/2022,11:08:59,Agua Potable,Falta de agua,Redes Sociales (Twitter),Alvaro Obregon,Golondrinas 1ra Seccion,-99.21298563,19.38001054
I-20220104-0123,04/01/2022,R-20220104-0187,04/01/2022,11:10:02,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Desarrollo Urbano,-99.21950877,19.38302655
I-20220104-0124,04/01/2022,R-20220104-0201,04/01/2022,11:25:07,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.2295071,19.3781231
I-20220104-0125,04/01/2022,R-20220104-0185,04/01/2022,11:08:34,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Golondrinas 2da Seccion,-99.21609163,19.37778898
I-20220104-0126,04/01/2022,R-20220104-0197,04/01/2022,11:21:45,Agua Potable,Falta de agua,Ciudadano (Call Center),Cuauhtemoc,Nonoalco Tlatelolco,-99.1379576,19.4529235
I-20220104-0127,04/01/2022,R-20220104-0206,04/01/2022,11:30:31,Agua Potable,Fuga,Ciudadano (Call Center),Tlahuac,Del Mar,-99.0567604,19.2856001
I-20220104-0128,04/01/2022,R-20220104-0180,04/01/2022,11:02:01,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Golondrinas 2da Seccion,-99.21668172,19.37655927
I-20220104-0129,04/01/2022,R-20220104-0207,04/01/2022,11:32:06,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.2223624,19.3751367
I-20220104-0130,04/01/2022,R-20220104-0211,04/01/2022,11:34:52,Agua Potable,Falta de agua,Ciudadano (Call Center),La Magdalena Contreras,Las Cruces,-99.2567099,19.323915
I-20220104-0131,04/01/2022,R-20220104-0213,04/01/2022,11:35:23,Agua Potable,Fuga,Redes Sociales (Twitter),Azcapotzalco,Ampliacion San Pedro Xalpa,-99.2168849,19.4783688
I-20220104-0132,04/01/2022,R-20220104-0209,04/01/2022,11:32:46,Agua Potable,Fuga,Ciudadano (Call Center),Iztapalapa,Desarrollo Urbano Quetzalcoatl,-99.0436789,19.3233553
I-20220104-0133,04/01/2022,R-20220104-0212,04/01/2022,11:35:19,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Vertiz Narvarte,-99.1569077,19.380703
I-20220104-0134,04/01/2022,R-20220104-0196,04/01/2022,11:19:58,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Cocoyotes,-99.13442373,19.5472334
I-20220104-0135,04/01/2022,R-20220104-0220,04/01/2022,11:41:47,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Las Aguilas 1ra Seccion,-99.2165176,19.3548789
I-20220104-0136,04/01/2022,R-20220104-0226,04/01/2022,11:46:10,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Presidentes,-99.22177255,19.37988403
I-20220104-0137,04/01/2022,R-20220104-0225,04/01/2022,11:44:54,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,El Mirador 3a Seccion,-99.18296099,19.27001977
I-20220104-0138,04/01/2022,R-20220104-0208,04/01/2022,11:32:45,Agua Potable,Falta de agua,Redes Sociales (Twitter),Alvaro Obregon,Presidentes,-99.21996474,19.37768777
I-20220104-0139,04/01/2022,R-20220104-0214,04/01/2022,11:37:36,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Presidentes,-99.22359109,19.37946401
I-20220104-0140,04/01/2022,R-20220104-0227,04/01/2022,11:48:27,Agua Potable,Fuga,Ciudadano (Call Center),Tlalpan,Magisterial,-99.1114846,19.293486
I-20220104-0141,04/01/2022,R-20220104-0219,04/01/2022,11:41:21,Agua Potable,Falta de agua,Redes Sociales (Twitter),Tlalpan,Ejidos De San Pedro Martir,-99.1598488,19.2743586
I-20220104-0142,04/01/2022,R-20220104-0234,04/01/2022,11:50:52,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.2338191,19.3758572
I-20220104-0143,04/01/2022,R-20220104-0236,04/01/2022,11:52:37,Agua Potable,Falta de agua,Redes Sociales (Twitter),Benito Juarez,Actipan,-99.1775868,19.3699423
I-20220104-0144,04/01/2022,R-20220104-0238,04/01/2022,11:53:31,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Presidentes,-99.2239454,19.3779505
I-20220104-0145,04/01/2022,R-20220104-0243,04/01/2022,11:57:47,Agua Potable,Falta de agua,Redes Sociales (Twitter),Azcapotzalco,Prados Del Rosario,-99.2060503,19.5024744
I-20220104-0146,04/01/2022,R-20220104-0248,04/01/2022,12:00:36,Agua Potable,Falta de agua,Redes Sociales (Twitter),Benito Juarez,Del Valle Sur,-99.1758542,19.3707993
I-20220104-0147,04/01/2022,R-20220104-0235,04/01/2022,11:52:28,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.2351091,19.3730774
I-20220104-0148,04/01/2022,R-20220104-0246,04/01/2022,12:00:23,Agua Potable,Falta de agua,Ciudadano (Call Center),La Magdalena Contreras,San Jeronimo Lidice,-99.2143205,19.3286619
I-20220104-0149,04/01/2022,R-20220104-0240,04/01/2022,11:54:34,Agua Potable,Falta de agua,Ciudadano (Call Center),Venustiano Carranza,Alvaro Obregon,-99.11695719,19.41219696
I-20220104-0150,04/01/2022,R-20220104-0254,04/01/2022,12:06:25,Agua Potable,Fuga,Ciudadano (Call Center),Tlahuac,Ampliacion Los Olivos,-99.0550413,19.3043952
I-20220104-0151,04/01/2022,R-20220104-0251,04/01/2022,12:03:56,Agua Potable,Falta de agua,Redes Sociales (Twitter),Alvaro Obregon,Desarrollo Urbano,-99.2232499,19.3815774
I-20220104-0152,04/01/2022,R-20220104-0232,04/01/2022,11:50:24,Agua Potable,Falta de agua,Redes Sociales (Facebook),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.2350924,19.37310286
I-20220104-0153,04/01/2022,R-20220104-0253,04/01/2022,12:04:29,Agua Potable,Falta de agua,Ciudadano (Call Center),Gustavo A. Madero,Lomas De Cuautepec,-99.13509965,19.56957603
I-20220104-0154,04/01/2022,R-20220104-0237,04/01/2022,11:53:17,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Tlalcoligia,-99.17196929,19.27580767
I-20220104-0155,04/01/2022,R-20220104-0230,04/01/2022,11:49:00,Agua Potable,Falta de agua,Redes Sociales (Twitter),Alvaro Obregon,1ra Ampliacion Presidentes,-99.2231673,19.37494494
